,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
38,SL,2024-05-08,83.3,2.04,6.03,"Henderson, Gunnar",683002,680730,home_run,hit_into_play,,,,,8,Gunnar Henderson homers (11) on a fly ball to right center field.,R,L,L,WSH,BAL,X,,fly_ball,0,1,2024,-0.49,0.42,-0.09,2.26,,,,0,6,Top,203.1,66.02,,,660688,,,-3.9991089529574544,-121.27033236921274,-3.1008880290065832,-4.025148956074102,23.6455362068269,-27.593569182931905,3.69,1.72,379.0,101.6,36.0,84.6,2287,7.1,744858,680730,660688,608841,671277,702358,682928,608385,696285,592696,53.38,0.426,0.807,2.0,1.0,0.0,3.0,6.0,41,2,Slider,1,1,1,1,2,1,2,1,Infield shade,Standard,318,-0.167,1.036,74.30395770655082,8.09902
39,SL,2024-05-08,82.3,1.93,5.99,"Henderson, Gunnar",683002,680730,,swinging_strike,,,,,7,Gunnar Henderson homers (11) on a fly ball to right center field.,R,L,L,WSH,BAL,S,,,0,0,2024,-0.7,-0.01,-0.59,2.29,,,,0,6,Top,,,,,660688,,,-4.428981754177366,-119.84703044525372,-1.861512797294353,-5.889559745659084,22.702137653040047,-32.172674764581984,3.69,1.72,,,,83.5,2318,7.0,744858,680730,660688,608841,671277,702358,682928,608385,696285,592696,53.52,,,,,,,,41,1,Slider,1,1,1,1,1,1,1,1,Strategic,Standard,328,0.0,-0.035,70.73603364405948,8.52878
40,SL,2024-05-08,84.3,2.01,5.95,"Henderson, Gunnar",683002,680730,strikeout,swinging_strike,,,,,13,Gunnar Henderson strikes out swinging.,R,L,L,WSH,BAL,S,2.0,,2,2,2024,-0.63,0.53,-1.14,1.86,,,,2,3,Top,,,,,660688,,,-6.140743376137936,-122.61764644553706,-4.232077162595459,-5.17090661573351,23.4684866659296,-26.243744035732213,3.69,1.72,,,,85.4,2421,7.0,744858,680730,660688,608841,671277,702358,682928,608385,696285,592696,53.54,,0.0,0.0,1.0,0.0,0.0,,21,5,Slider,1,0,0,1,0,1,0,1,Infield shade,Standard,316,0.012,-0.079,67.05615391571013,8.50406
41,SL,2024-05-08,83.9,2.09,6.0,"Henderson, Gunnar",683002,680730,,swinging_strike,,,,,5,Gunnar Henderson strikes out swinging.,R,L,L,WSH,BAL,S,,,2,1,2024,-0.74,0.67,-0.24,2.89,,,,2,3,Top,,,,,660688,,,-3.966960659747164,-122.26573771650774,-2.1798900152108773,-6.720036203363829,23.13245899786361,-25.20929190067296,3.69,1.72,,,,85.2,2415,6.9,744858,680730,660688,608841,671277,702358,682928,608385,696285,592696,53.55,,,,,,,,21,4,Slider,1,0,0,1,0,1,0,1,Infield shade,Standard,322,0.0,-0.032,73.22384937816881,7.65275
42,SL,2024-05-08,84.1,2.06,5.94,"Henderson, Gunnar",683002,680730,,called_strike,,,,,7,Gunnar Henderson strikes out swinging.,R,L,L,WSH,BAL,S,,,2,0,2024,-0.61,0.54,-0.69,2.3,,,,2,3,Top,,,,,660688,,,-5.21674488678205,-122.44479734416426,-3.1970582231173044,-5.187677005382821,23.62979294285301,-26.296525239673173,3.7,1.7,,,,85.4,2401,7.1,744858,680730,660688,608841,671277,702358,682928,608385,696285,592696,53.42,,,,,,,,21,3,Slider,1,0,0,1,0,1,0,1,Infield shade,Standard,314,0.0,-0.019,,
43,FS,2024-05-08,86.0,1.94,6.04,"Henderson, Gunnar",683002,680730,,ball,,,,,13,Gunnar Henderson strikes out swinging.,R,L,L,WSH,BAL,B,,,1,0,2024,0.51,0.72,-0.28,0.89,,,,2,3,Top,,,,,660688,,,-6.380337993701112,-125.03609481123486,-7.539269671136643,6.59699078378192,24.26432532888646,-23.26842041858198,3.69,1.73,,,,87.3,894,7.1,744858,680730,660688,608841,671277,702358,682928,608385,696285,592696,53.44,,,,,,,,21,2,Split-Finger,1,0,0,1,0,1,0,1,Infield shade,Standard,143,0.0,0.024,,
44,SL,2024-05-08,83.9,1.83,5.99,"Henderson, Gunnar",683002,680730,,ball,,,,,13,Gunnar Henderson strikes out swinging.,R,L,L,WSH,BAL,B,,,0,0,2024,-0.74,0.52,-0.98,2.75,,,,2,3,Top,,,,,660688,,,-5.104906888675527,-122.16475087672067,-2.1793979348816297,-6.523248658608506,22.93866798294962,-26.705296322520287,3.8,1.72,,,,85.2,2257,7.0,744858,680730,660688,608841,671277,702358,682928,608385,696285,592696,53.5,,,,,,,,21,1,Slider,1,0,0,1,0,1,0,1,Infield shade,Standard,308,0.0,0.013,,
45,FF,2024-05-08,98.1,-1.52,5.78,"Henderson, Gunnar",683002,640448,force_out,hit_into_play,,,,,13,"Gunnar Henderson grounds into a force out, second baseman Luis García Jr.  to shortstop CJ Abrams.   Ryan O'Hearn out at 2nd.",R,L,R,WSH,BAL,X,4.0,ground_ball,0,1,2024,-0.84,1.25,-0.16,1.51,,622761.0,656811.0,2,10,Top,141.37,148.54,,,660688,,,5.642959816043832,-142.6137337198809,-9.033407047570392,-12.77537116115364,32.035202382083,-13.207887656728516,3.69,1.72,11.0,90.0,-7.0,98.8,2189,6.7,744858,640448,660688,608841,671277,545121,682928,608385,696285,592696,53.82,0.189,0.201,0.0,1.0,0.0,0.0,2.0,76,2,4-Seam Fastball,3,3,3,3,3,3,3,3,Strategic,Standard,216,0.118,-0.4,78.39826863149732,7.73908
46,FF,2024-05-08,98.6,-1.72,5.82,"Henderson, Gunnar",683002,640448,,foul_tip,,,,,5,"Gunnar Henderson grounds into a force out, second baseman Luis García Jr.  to shortstop CJ Abrams.   Ryan O'Hearn out at 2nd.",R,L,R,WSH,BAL,S,,,0,0,2024,-0.93,1.17,0.22,2.88,,622761.0,656811.0,2,10,Top,,,,,660688,,,7.50417266043235,-143.4205599960918,-5.317811539415536,-14.483771519439872,31.571194762498948,-14.903820886943688,3.69,1.72,,,,99.5,2176,6.7,744858,640448,660688,608841,671277,545121,682928,608385,696285,592696,53.82,,,,,,,,76,1,4-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Standard,219,0.0,-0.044,76.91143937277964,6.36013
47,FC,2024-05-08,90.4,-1.77,5.64,"Henderson, Gunnar",683002,606930,strikeout,called_strike,,,,,4,Gunnar Henderson called out on strikes.,R,L,R,WSH,BAL,S,2.0,,1,2,2024,0.54,0.49,-0.62,2.52,,,,0,8,Top,,,,,660688,,,1.7119401945264776,-131.77258642093298,-2.9665560149317107,6.015083267199636,24.626172493935428,-26.07257152724426,3.71,1.77,,,,91.2,2380,6.4,744858,606930,660688,608841,671277,702358,682928,608385,696285,592696,54.07,,0.0,0.0,1.0,0.0,0.0,,57,4,Cutter,1,3,3,1,3,1,3,1,Infield shade,Standard,176,0.011,-0.166,,
48,FF,2024-05-08,93.8,1.72,6.08,"Henderson, Gunnar",683002,680730,single,hit_into_play,,,,,7,Gunnar Henderson singles on a ground ball to second baseman Luis García Jr.,R,L,L,WSH,BAL,X,4.0,ground_ball,2,1,2024,0.59,1.42,-0.3,1.96,,,,0,1,Top,143.4,146.51,,,660688,,,-6.603110622551078,-136.38713475734866,-8.209630512606248,8.700073057468359,28.100264046376125,-12.77215907479145,3.69,1.72,33.0,99.4,-2.0,95.4,2349,7.1,744858,680730,660688,608841,671277,702358,682928,608385,696285,592696,53.4,0.354,0.371,0.9,1.0,1.0,0.0,2.0,1,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,155,-0.036,0.368,71.00197247083906,7.73822
49,FF,2024-05-08,95.8,-1.63,5.75,"Henderson, Gunnar",683002,606930,,ball,,,,,12,Gunnar Henderson called out on strikes.,R,L,R,WSH,BAL,B,,,0,2,2024,-0.37,1.28,0.79,4.06,,,,0,8,Top,,,,,660688,,,7.305414476863818,-139.5135561308214,-1.8271302961778573,-6.371380095148297,27.31744177834725,-15.048620365804162,3.67,1.76,,,,97.0,2413,6.7,744858,606930,660688,608841,671277,702358,682928,608385,696285,592696,53.83,,,,,,,,57,3,4-Seam Fastball,1,3,3,1,3,1,3,1,Infield shade,Standard,205,0.0,0.02,,
50,FF,2024-05-08,93.7,1.81,6.05,"Henderson, Gunnar",683002,680730,,ball,,,,,13,Gunnar Henderson singles on a ground ball to second baseman Luis García Jr.,R,L,L,WSH,BAL,B,,,1,1,2024,0.57,1.49,-1.2,0.89,,,,0,1,Top,,,,,660688,,,-9.170846947198354,-135.88529322935486,-11.059597740501928,8.954054028856813,27.317906082971614,-11.508528446950026,3.75,1.74,,,,95.4,2302,7.3,744858,680730,660688,608841,671277,702358,682928,608385,696285,592696,53.25,,,,,,,,1,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,150,0.0,0.056,,
51,SL,2024-05-08,82.8,2.0,5.95,"Henderson, Gunnar",683002,680730,,ball,,,,,13,Gunnar Henderson singles on a ground ball to second baseman Luis García Jr.,R,L,L,WSH,BAL,B,,,0,1,2024,-0.61,-0.12,-1.12,2.52,,,,0,1,Top,,,,,660688,,,-6.00971176060927,-120.5556795579404,-1.2092261771671011,-5.01213560191066,19.72547233371195,-33.31786333057469,3.7,1.73,,,,84.5,2255,7.0,744858,680730,660688,608841,671277,702358,682928,608385,696285,592696,53.47,,,,,,,,1,2,Slider,0,0,0,0,0,0,0,0,Infield shade,Standard,314,0.0,0.023,,
52,FF,2024-05-08,95.3,-1.44,5.79,"Henderson, Gunnar",683002,606930,,foul,,,,,6,Gunnar Henderson called out on strikes.,R,L,R,WSH,BAL,S,,,0,1,2024,-0.4,1.24,0.4,3.0,,,,0,8,Top,,,,,660688,,,5.751588087272336,-138.75328410697287,-4.5638553129287285,-6.365280739491367,27.761541192814505,-15.248851276824665,3.69,1.72,213.0,76.0,32.0,96.4,2511,6.6,744858,606930,660688,608841,671277,702358,682928,608385,696285,592696,53.87,,,,,,,,57,2,4-Seam Fastball,1,3,3,1,3,1,3,1,Infield shade,Standard,204,0.0,-0.049,66.38715005352098,5.77319
53,FC,2024-05-08,89.5,-1.82,5.67,"Henderson, Gunnar",683002,606930,,called_strike,,,,,7,Gunnar Henderson called out on strikes.,R,L,R,WSH,BAL,S,,,0,0,2024,0.23,0.42,-0.54,2.24,,,,0,8,Top,,,,,660688,,,2.696747678291887,-130.44766722084418,-3.446044158846937,2.1482166581773168,23.27064759516509,-26.85444169927172,3.66,1.8,,,,90.3,2404,6.4,744858,606930,660688,608841,671277,702358,682928,608385,696285,592696,54.14,,,,,,,,57,1,Cutter,1,3,3,1,3,1,3,1,Infield shade,Standard,181,0.0,-0.035,,
54,FF,2024-05-08,93.6,1.62,6.16,"Henderson, Gunnar",683002,680730,,called_strike,,,,,1,Gunnar Henderson singles on a ground ball to second baseman Luis García Jr.,R,L,L,WSH,BAL,S,,,0,0,2024,0.45,1.41,-0.55,3.13,,,,0,1,Top,,,,,660688,,,-6.690148704760798,-136.23535472283083,-5.319169927010004,6.943212162752347,27.40852273328048,-13.604625815307845,3.77,1.66,,,,95.4,2203,7.1,744858,680730,660688,608841,671277,702358,682928,608385,696285,592696,53.38,,,,,,,,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,151,0.0,-0.035,,
55,FF,2024-05-07,90.7,-2.22,4.95,"Henderson, Gunnar",683002,592866,strikeout,swinging_strike,,,,,5,Gunnar Henderson strikes out swinging.,R,L,R,WSH,BAL,S,2.0,,0,2,2024,-0.73,0.97,0.25,2.9,,,,1,3,Top,,,,,660688,,,7.820866938597569,-131.94143925989155,-1.3282124268412034,-10.10884162470173,25.379901012630462,-20.74450980849076,3.68,1.71,,,,91.9,2253,6.8,744859,592866,660688,608841,671277,702358,682928,608385,696285,592696,53.68,,0.0,0.0,1.0,0.0,0.0,,19,3,4-Seam Fastball,1,0,0,1,0,1,0,1,Infield shade,Standard,230,0.018,-0.102,71.99274046003593,5.76548
56,CH,2024-05-07,82.2,-2.33,4.84,"Henderson, Gunnar",683002,592866,,foul,,,,,8,Gunnar Henderson strikes out swinging.,R,L,R,WSH,BAL,S,,,0,1,2024,-0.97,0.17,0.07,2.07,,,,1,3,Top,,,,,660688,,,7.4061501672776595,-119.7040596557562,-0.1871896033587637,-10.647756733083636,19.274690393719997,-30.663538786964,3.68,1.71,234.0,78.3,48.0,83.8,1529,6.9,744859,592866,660688,608841,671277,702358,682928,608385,696285,592696,53.56,,,,,,,,19,2,Changeup,1,0,0,1,0,1,0,1,Infield shade,Standard,255,0.0,-0.034,77.67010457574608,6.96528
57,SI,2024-05-07,88.5,-2.37,4.88,"Henderson, Gunnar",683002,592866,,called_strike,,,,,7,Gunnar Henderson strikes out swinging.,R,L,R,WSH,BAL,S,,,0,0,2024,-1.11,0.27,-0.34,1.69,,,,1,3,Top,,,,,660688,,,7.371223080445695,-128.77977544858376,-2.365527118840801,-13.865384896887171,23.623962932837927,-28.848804107437065,3.72,1.73,,,,90.0,1876,6.9,744859,592866,660688,608841,671277,702358,682928,608385,696285,592696,53.58,,,,,,,,19,1,Sinker,1,0,0,1,0,1,0,1,Standard,Standard,240,0.0,-0.023,,
58,FS,2024-05-07,89.6,-2.19,5.74,"Henderson, Gunnar",683002,640451,field_out,hit_into_play,,,,,8,Gunnar Henderson lines out sharply to right fielder Eddie Rosario.,R,L,R,WSH,BAL,X,9.0,line_drive,1,1,2024,-0.94,0.19,0.11,1.79,,,656775.0,2,8,Top,185.64,99.12,,,660688,,,7.677591094152702,-130.15853754458402,-4.099887164661051,-12.366108697867354,28.463254123985163,-29.353937735953224,3.68,1.71,288.0,108.0,15.0,89.4,998,6.4,744859,640451,660688,608841,671277,702358,682928,608385,696285,592696,54.13,0.68,0.725,0.0,1.0,0.0,0.0,5.0,58,3,Split-Finger,3,0,0,3,0,3,0,3,Standard,Standard,227,0.017,-0.2,75.68590717234659,8.10923
59,FS,2024-05-07,89.5,-2.24,5.66,"Henderson, Gunnar",683002,640451,,swinging_strike,,,,,9,Gunnar Henderson lines out sharply to right fielder Eddie Rosario.,R,L,R,WSH,BAL,S,,,1,0,2024,-0.51,0.04,0.68,2.1,,,656775.0,2,8,Top,,,,,660688,,,8.247848428349247,-130.0870525729935,-2.809077813577555,-7.606604703956101,28.75966891289083,-31.329636454069565,3.68,1.71,,,,89.1,904,6.2,744859,640451,660688,608841,671277,702358,682928,608385,696285,592696,54.29,,,,,,,,58,2,Split-Finger,3,0,0,3,0,3,0,3,Standard,Standard,230,0.0,-0.041,77.7464392699686,7.93583
60,CU,2024-05-07,81.7,-2.14,5.69,"Henderson, Gunnar",683002,640451,,ball,,,,,14,Gunnar Henderson lines out sharply to right fielder Eddie Rosario.,R,L,R,WSH,BAL,B,,,0,0,2024,0.86,-0.94,1.49,1.5,,,656775.0,2,8,Top,,,,,660688,,,6.515669558670085,-118.77197278562733,-0.9898845285860308,6.799137798514444,24.09273941249098,-41.05166074816864,3.7,1.73,,,,81.5,2020,6.3,744859,640451,660688,608841,671277,702358,682928,608385,696285,592696,54.19,,,,,,,,58,1,Curveball,3,0,0,3,0,3,0,3,Standard,Standard,33,0.0,0.026,,
61,SL,2024-05-07,83.5,3.63,5.63,"Henderson, Gunnar",683002,676395,strikeout,swinging_strike,,,,,2,Gunnar Henderson strikes out swinging.,R,L,L,WSH,BAL,S,2.0,,1,2,2024,-0.81,-0.28,0.15,3.24,,,,0,6,Top,,,,,660688,,,-6.47136510034997,-121.4360527867314,1.5092315103544618,-6.775699955685169,23.847724317744827,-35.429814006655384,3.68,1.71,,,,84.2,2340,6.8,744859,676395,660688,608841,671277,702358,682928,608385,696285,592696,53.71,,0.0,0.0,1.0,0.0,0.0,,39,5,Slider,1,0,0,1,0,1,0,1,Standard,Standard,266,0.036,-0.166,76.46678184003756,6.20924
62,SL,2024-05-07,86.6,3.47,5.61,"Henderson, Gunnar",683002,676395,,ball,,,,,13,Gunnar Henderson strikes out swinging.,R,L,L,WSH,BAL,B,,,0,2,2024,-0.48,0.27,-2.0,2.28,,,,0,6,Top,,,,,660688,,,-12.19308939144378,-125.68372923362644,-2.3156172125855545,-2.802696529171363,24.095474876130822,-29.03754246606119,3.7,1.76,,,,87.6,2299,7.0,744859,676395,660688,608841,671277,702358,682928,608385,696285,592696,53.53,,,,,,,,39,4,Slider,1,0,0,1,0,1,0,1,Standard,Standard,226,0.0,0.02,,
63,FF,2024-05-07,94.7,3.54,5.69,"Henderson, Gunnar",683002,676395,,foul,,,,,5,Gunnar Henderson strikes out swinging.,R,L,L,WSH,BAL,S,,,0,2,2024,0.94,1.06,0.25,2.76,,,,0,6,Top,,,,,660688,,,-10.734502164021874,-137.54216753066788,-4.3891004122906905,14.210765121451788,27.949644949120067,-17.861530882102766,3.68,1.71,301.0,92.0,28.0,95.5,2100,6.6,744859,676395,660688,608841,671277,702358,682928,608385,696285,592696,53.86,,,,,,,,39,3,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,121,0.0,0.0,66.6252178210332,5.92197
64,FF,2024-05-07,93.3,3.74,5.6,"Henderson, Gunnar",683002,676395,,foul,,,,,12,Gunnar Henderson strikes out swinging.,R,L,L,WSH,BAL,S,,,0,1,2024,0.96,1.3,0.97,2.98,,,,0,6,Top,,,,,660688,,,-9.31185803887998,-135.58996005570145,-3.864671053897237,13.90196282524236,28.858066825073983,-15.454979221068694,3.68,1.71,133.0,60.8,61.0,94.0,2260,6.7,744859,676395,660688,608841,671277,702358,682928,608385,696285,592696,53.78,,,,,,,,39,2,4-Seam Fastball,1,0,0,1,0,1,0,1,Strategic,Standard,125,0.0,-0.049,72.10225258951363,6.23745
65,SI,2024-05-07,87.0,-2.21,5.02,"Henderson, Gunnar",683002,592866,field_out,hit_into_play,,,,,8,"Gunnar Henderson grounds out sharply, second baseman Luis García Jr.  to first baseman Joey Meneses.",R,L,R,WSH,BAL,X,4.0,ground_ball,0,0,2024,-1.36,0.27,0.08,1.94,,,,0,1,Top,157.49,145.04,,,660688,,,8.353150225237957,-126.45656325699012,-1.7612911242386344,-16.315170408827758,25.022573237435022,-29.172173770779327,3.69,1.72,21.0,103.2,-5.0,87.6,1810,6.7,744859,592866,660688,608841,671277,702358,682928,608385,696285,592696,53.81,0.283,0.303,0.0,1.0,0.0,0.0,2.0,1,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,239,0.022,-0.231,80.00788162309995,7.62393
66,SL,2024-05-07,83.5,3.75,5.64,"Henderson, Gunnar",683002,676395,,called_strike,,,,,6,Gunnar Henderson strikes out swinging.,R,L,L,WSH,BAL,S,,,0,0,2024,-0.45,-0.32,0.77,2.53,,,,0,6,Top,,,,,660688,,,-6.020430883303411,-121.53846005490676,-0.0878017578828356,-3.3548879564908485,23.362872623719365,-35.53055568663662,3.64,1.67,,,,84.4,2334,6.8,744859,676395,660688,608841,671277,702358,682928,608385,696285,592696,53.69,,,,,,,,39,1,Slider,1,0,0,1,0,1,0,1,Standard,Standard,253,0.0,-0.035,,
67,FF,2024-05-05,93.6,3.54,5.56,"Henderson, Gunnar",683002,666157,walk,ball,,,,,13,Gunnar Henderson walks.   Ramón Urías to 2nd.,R,L,L,CIN,BAL,B,,,3,1,2024,1.5,0.73,-0.98,1.88,,,602104.0,2,5,Top,,,,,571912,,,-14.83476770210261,-135.55712966411403,-5.319558624254464,21.57911165262407,26.86001055540888,-22.16387105661216,3.72,1.75,,,,93.1,2338,6.1,746719,666157,571912,687952,663697,669289,682829,668715,666181,641584,54.43,,0.696232,0.7,1.0,0.0,0.0,,31,5,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard,117,-0.01,0.132,,
68,CU,2024-05-05,80.5,3.67,5.57,"Henderson, Gunnar",683002,666157,,ball,,,,,11,Gunnar Henderson walks.   Ramón Urías to 2nd.,R,L,L,CIN,BAL,B,,,2,1,2024,-0.77,0.01,-1.24,2.75,,,602104.0,2,5,Top,,,,,571912,,,-9.355522950216848,-116.9110433134868,0.3827093392449947,-5.424005211387314,21.021071360509364,-32.34106371873084,3.68,1.75,,,,80.1,2750,6.0,746719,666157,571912,687952,663697,669289,682829,668715,666181,641584,54.49,,,,,,,,31,4,Curveball,0,3,3,0,3,0,3,0,Standard,Standard,296,0.0,0.07,,
69,FF,2024-05-05,92.7,3.55,5.67,"Henderson, Gunnar",683002,666157,,ball,,,,,7,Gunnar Henderson walks.   Ramón Urías to 2nd.,R,L,L,CIN,BAL,B,,,1,1,2024,1.44,0.88,-0.73,2.36,,,602104.0,2,5,Top,,,,,571912,,,-13.943530459956715,-134.3110698151644,-4.548344669931593,20.342727278806773,27.807215329805004,-20.6050768449982,3.71,1.75,,,,92.1,2377,6.1,746719,666157,571912,687952,663697,669289,682829,668715,666181,641584,54.45,,,,,,,,31,3,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard,122,0.0,0.051,,
70,SI,2024-05-05,92.5,3.82,5.45,"Henderson, Gunnar",683002,666157,,ball,,,,,12,Gunnar Henderson walks.   Ramón Urías to 2nd.,R,L,L,CIN,BAL,B,,,0,1,2024,1.47,0.43,1.5,2.82,,,602104.0,2,5,Top,,,,,571912,,,-9.044457170398466,-134.49215652916993,-1.8635199963072837,19.784429924741158,27.15261756653202,-26.74899166250272,3.72,1.73,,,,92.1,2371,5.9,746719,666157,571912,687952,663697,669289,682829,668715,666181,641584,54.58,,,,,,,,31,2,Sinker,0,3,3,0,3,0,3,0,Standard,Standard,116,0.0,0.026,,
71,SI,2024-05-05,93.5,3.72,5.65,"Henderson, Gunnar",683002,666157,,called_strike,,,,,5,Gunnar Henderson walks.   Ramón Urías to 2nd.,R,L,L,CIN,BAL,S,,,0,0,2024,1.41,0.34,0.22,2.78,,,602104.0,2,5,Top,,,,,571912,,,-12.017604667087795,-135.67070366513033,-2.398544020173035,19.994595526304025,27.371582297015784,-27.62829039117548,3.71,1.73,,,,92.9,2341,5.9,746719,666157,571912,687952,663697,669289,682829,668715,666181,641584,54.58,,,,,,,,31,1,Sinker,0,3,3,0,3,0,3,0,Standard,Standard,119,0.0,-0.041,,
72,CU,2024-05-05,79.4,3.64,5.66,"Henderson, Gunnar",683002,666157,strikeout,swinging_strike,,,,,8,Gunnar Henderson strikes out swinging.,R,L,L,CIN,BAL,S,2.0,,2,2,2024,-1.09,0.21,-0.23,1.76,,,,0,3,Top,,,,,571912,,,-6.388916354018535,-115.54836833702026,-2.2049542837331457,-8.713315686736461,20.391241619595306,-30.04905423329458,3.73,1.73,,,,79.1,2692,6.0,746719,666157,571912,687952,663697,669289,682829,668715,666181,641584,54.52,,0.0,0.0,1.0,0.0,0.0,,16,5,Curveball,0,3,3,0,3,0,3,0,Strategic,Standard,293,0.013,-0.207,72.59237799684045,8.38504
73,CU,2024-05-05,80.3,3.62,5.64,"Henderson, Gunnar",683002,666157,,ball,,,,,12,Gunnar Henderson strikes out swinging.,R,L,L,CIN,BAL,B,,,1,2,2024,-0.91,0.16,1.61,3.59,,,,0,3,Top,,,,,571912,,,-2.69905993334622,-116.90789733764116,1.806621571352684,-7.943987118444997,20.78979341956974,-31.258102592146628,3.65,1.78,,,,80.0,2525,5.9,746719,666157,571912,687952,663697,669289,682829,668715,666181,641584,54.6,,,,,,,,16,4,Curveball,0,3,3,0,3,0,3,0,Strategic,Standard,288,0.0,0.04,,
74,FF,2024-05-05,92.5,3.65,5.68,"Henderson, Gunnar",683002,666157,,foul,,,,,8,Gunnar Henderson strikes out swinging.,R,L,L,CIN,BAL,S,,,1,1,2024,1.72,0.72,0.11,2.17,,,,0,3,Top,,,,,571912,,,-12.634353605620433,-134.03111046878982,-4.641234617440076,23.509707493536222,28.64552651436908,-22.66635931287678,3.73,1.73,120.0,82.0,74.0,91.6,2374,5.9,746719,666157,571912,687952,663697,669289,682829,668715,666181,641584,54.56,,,,,,,,16,3,4-Seam Fastball,0,3,3,0,3,0,3,0,Strategic,Standard,122,0.0,-0.052,77.08132461255165,7.93837
75,CH,2024-05-05,87.2,3.72,5.57,"Henderson, Gunnar",683002,666157,,called_strike,,,,,8,Gunnar Henderson strikes out swinging.,R,L,L,CIN,BAL,S,,,1,0,2024,1.58,0.13,-0.23,2.13,,,,0,3,Top,,,,,571912,,,-12.673980807324597,-126.36347059259693,-2.316981119564692,19.499866045571068,24.708938820573422,-30.53206322391177,3.72,1.74,,,,86.8,2031,6.1,746719,666157,571912,687952,663697,669289,682829,668715,666181,641584,54.35,,,,,,,,16,2,Changeup,0,3,3,0,3,0,3,0,Strategic,Standard,109,0.0,-0.05,,
76,CU,2024-05-05,80.3,3.57,5.76,"Henderson, Gunnar",683002,666157,,ball,,,,,13,Gunnar Henderson strikes out swinging.,R,L,L,CIN,BAL,B,,,0,0,2024,-1.38,0.18,-1.7,2.36,,,,0,3,Top,,,,,571912,,,-8.959323616978319,-116.73922351953924,-1.1548574418262572,-10.87630850740501,22.40281247987143,-30.52122422239611,3.68,1.74,,,,79.4,2678,5.7,746719,666157,571912,687952,663697,669289,682829,668715,666181,641584,54.77,,,,,,,,16,1,Curveball,0,3,3,0,3,0,3,0,Strategic,Standard,299,0.0,0.037,,
77,FF,2024-05-05,85.4,3.15,6.32,"Henderson, Gunnar",683002,608718,strikeout,swinging_strike,,,,,12,Gunnar Henderson strikes out swinging.,R,L,L,CIN,BAL,S,2.0,,3,2,2024,-0.46,1.01,1.01,4.48,,602104.0,,1,7,Top,,,,,571912,,,-4.199079802912042,-124.39341306793028,-0.1266253724820482,-3.992808879500328,23.26768025701294,-21.773507672633077,3.73,1.73,,,,87.3,2215,7.3,746719,608718,571912,687952,663697,669289,682829,668715,666181,641584,53.22,,0.0,0.0,1.0,0.0,0.0,,48,8,4-Seam Fastball,0,5,5,0,5,0,5,0,Strategic,Standard,192,0.004,-0.349,40.64254567975035,3.99658
78,FF,2024-05-05,84.2,3.25,6.33,"Henderson, Gunnar",683002,608718,,foul,,,,,6,Gunnar Henderson strikes out swinging.,R,L,L,CIN,BAL,S,,,3,2,2024,-0.56,0.88,0.81,2.38,,602104.0,,1,7,Top,,,,,571912,,,-4.6580393559540925,-122.58060870481658,-4.69382419201608,-4.860296771373981,20.958358218723053,-22.56730553586796,3.73,1.73,,,,86.3,2246,7.3,746719,608718,571912,687952,663697,669289,682829,668715,666181,641584,53.19,,,,,,,,48,7,4-Seam Fastball,0,5,5,0,5,0,5,0,Strategic,Standard,195,0.0,0.0,74.927534367274,6.55625
